"";"name";"name_url";"authors";"type";"description";"link_download_citations"
"3636";"Mapping QTLs for aluminum tolerance in maize";"https://link.springer.com/article/10.1023/A%3A1022867416513";"Fernando Enrique Ninamango-Cárdenas, Claudia Teixeira Guimarães… in Euphytica (2003)";"Article";"
      Aluminum toxicity is one of the major constraints for plant development in acid soils, limiting food production in many countries. Cultivars genetically adapted to acid soils may offer an environmental compati...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1022867416513?format=refman&flavour=citation"
"3637";"Genetic variability among Turkish pop, flint and dent corn (Zea mays L. spp. mays) races: Morphological and agronomic traits";"https://link.springer.com/article/10.1023/A%3A1020896805265";"R. Ilarslan, Z. Kaya, I. Kandemir, P.K. Bretting in Euphytica (2002)";"Article";"
      32 Turkish corn accessions representing different climatic, geographic and topographic areas in Turkey were identified. Genetic variation and its pattern in three corn races (pop, flint and dent) included 32 a...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1020896805265?format=refman&flavour=citation"
"3638";"Rice (Oryza sativa L.) germplasm suitable for direct sowing under flooded soil surface";"https://link.springer.com/article/10.1007/BF00040619";"M. Yamauchi, A. M. Aguilar, D. A. Vaughan, D. V. Seshu in Euphytica (1993)";"Article";"
      Screening for rice germplasm which can establish seedling from flooded soil was conducted using 256 accessions of conserved germplasm from the International Rice Germplasm Center (IRGC) and 404 accessions from...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00040619?format=refman&flavour=citation"
"3639";"Potential use of measurements of callus and male gametophyte NaCl tolerance in lucerne breeding";"https://link.springer.com/article/10.1007/BF00023059";"S. E. Smith, M. Meiners, N. Putzar, A. K. Dobrenz in Euphytica (1989)";"Article";"
      Relationships between whole-plant and germination NaCl tolerance and two in vitro measures of NaCl tolerance were evaluated in lucerne (Medicago sativa L.). No significant correlations were observed between relat...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00023059?format=refman&flavour=citation"
"3640";"Stability of biochemical constituents and their relationships with resistance to shoot fly, Atherigona soccata (Rondani) in seedling sorghum";"https://link.springer.com/article/10.1023/B%3AEUPH.0000032731.49779.f7";"B.U. Singh, P.G. Padmaja, N. Seetharama in Euphytica (2004)";"Article";"
      The stability of biochemical constituents and their association with resistance to shoot fly (Atherigona soccata Rondani) was evaluated for reducing sugars, total sugars, nitrogen, phosphorus, potassium, chloroph...
    ";"https://citation-needed.springer.com/v2/references/10.1023/B:EUPH.0000032731.49779.f7?format=refman&flavour=citation"
"3641";"Intra-varietal variation for in vitro plant regeneration in the genus Trifolium
    ";"https://link.springer.com/article/10.1007/BF00021921";"Sant S. Bhojwani, Kathleen Mullins, Daniel Cohen in Euphytica (1984)";"Article";"
      Seedlings of Trifolium repens showed considerable variation with regard to the morphology and growth of their calli, and their ability for in vitro differentiation of shoots. One of the lines selected for regener...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00021921?format=refman&flavour=citation"
"3642";"Similarities and differences between Amaranthus species and cultivars and estimation of outcrossing rate on the basis of electrophoretic separations of urea-soluble seed proteins";"https://link.springer.com/article/10.1023/A%3A1017563703608";"Jerzy Drzewiecki in Euphytica (2001)";"Article";"
      The methods of distinguishing Amaranthus species and cultivars and assessment of outcrossing rate in grain amaranths are proposed. The collection of 20 cultivars and accessions of 7 species (A. tricolor, A. mante...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1017563703608?format=refman&flavour=citation"
"3643";"Breeding for herbicide resistance using molecular and cellular techniques";"https://link.springer.com/article/10.1007/BF00023313";"Elli Oxtoby, Monica A. Hughes in Euphytica (1989)";"Article";"
      The production of herbicide resistant plants using molecular and cellular techniques, including mutant selection, cloning, plant transformation and protoplast fusion, is discussed in relation to the mode of ac...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00023313?format=refman&flavour=citation"
"3644";"Nutrient culture medium components affecting plant recovery from immature embryos of three Glycine genotypes and an interspecific hybrid grown in vitro
    ";"https://link.springer.com/article/10.1007/BF00023635";"C. J. Coble, W. T. Schapaugh Jr. in Euphytica (1990)";"Article";"
      Immature embryos of Glycine max (L.) Merr. cv. ‘Bay’, G. tabacina (Labill.) Benth. and G. tomentella Hayata were cultured on 72 media combinations to identify a nutrient medium which would allow a greater percent...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00023635?format=refman&flavour=citation"
"3645";"
      In vitro culture of species and varieties of four Amaranthus L. species";"https://link.springer.com/article/10.1007/BF00041752";"Andrea Bennici, Silvia Schiff, Ruggero Bovelli in Euphytica (1992)";"Article";"
      Callus induction, callus growth and organogenetic processes were investigated in hypocotyl and stem cultures of four species of Amaranthus each of which comprised several varieties. Callus formation occurred in a...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00041752?format=refman&flavour=citation"
"3646";"Molecular characterisation of cultivars of apple (Malus × domestica Borkh.) using microsatellite (SSR and ISSR) markers";"https://link.springer.com/article/10.1023/A%3A1012691814643";"Luís Goulão, Cristina M. Oliveira in Euphytica (2001)";"Article";"
      In this study, two microsatellite-based methodologies (SSR and ISSR) were evaluated for potential use in fingerprinting and determination of the similarity degree between 41 commercial cultivars of apple previ...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1012691814643?format=refman&flavour=citation"
"3647";"Genetic variation and phylogenetic relationships in East and South Asian melons, Cucumis melo L., based on the analysis of five isozymes";"https://link.springer.com/article/10.1023/A%3A1016086206423";"Yukari Akashi, Naomi Fukuda, Tadayuki Wako, Masaharu Masuda, Kenji Kato in Euphytica (2002)";"Article";"
      Genetic structure and phylogenetic relationships in East and South Asian melons were analyzed, based on the geographical variation of five isozymes. The analysis of Indian melon accessions showed a continuous ...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1016086206423?format=refman&flavour=citation"
"3648";"Mutation breeding for resistance to blackspot bruise and low temperature sweetening in the potato cultivar Lemhi Russet";"https://link.springer.com/article/10.1007/BF00029642";"Stephen L. Love, Asunta Thompson-Johns, Timothy Baker in Euphytica (1993)";"Article";"
      A mutation breeding method was developed to select clones of Lemhi Russet that have resistance to blackspot bruise and low temperature sweetening. Following irradiation with gamma rays from a Cobalt60 source, ove...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00029642?format=refman&flavour=citation"
"3649";"The application of chemical mutagenesis and biotechnology to the modification of linseed (Linum usitatissimum L.)";"https://link.springer.com/article/10.1007/BF00023961";"G. G. Rowland, A. McHughen, L. V. Gusta, R. S. Bhatty, S. L. MacKenzie… in Euphytica (1995)";"Article";"
      In the early 1980s the phenomenon of somaclonal variation induced by cell culture was exploited to produce genetic variation in linseed. The linseed variety Andro, derived from the widely grown Canadian variet...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00023961?format=refman&flavour=citation"
"3650";"Homogeneous triploid and tetraploid production through crossing with mixoploid parents in pointed gourd (Trichosanthes dioica Roxb.)";"https://link.springer.com/article/10.1007/s10681-021-02961-2";"Jahidul Hassan, Ikuo Miyajima, Yukio Ozaki, Yuki Mizunoe, Kaori Sakai in Euphytica (2022)";"Article";"
      This paper elucidates a procedure for isolating homogeneous triploid and tetraploid progeny from mixoploids, which are the most desirable genetic resources to develop genetically stable seedless variety in poi...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-021-02961-2?format=refman&flavour=citation"
"3651";"Interrelationships of allozymes and ribosomal DNA alleles in wild barley";"https://link.springer.com/article/10.1007/BF00026801";"M. A. Saghai Maroof, Qifa Zhang in Euphytica (1992)";"Article";"
      A sample of 267 accessions representing almost the entire distribution range of the wild barley, (Hordeum vulgare ssp. spontaneum), was assayed for multilocus associations among two ribosomal DNA (rDNA) and seven...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00026801?format=refman&flavour=citation"
"3652";"The inheritance of the naked grain character in oats studied in a cross between the naked variety caesar and the husked variety BO 1/11";"https://link.springer.com/article/10.1007/BF00036659";"P. Boland, D. A. Lawes in Euphytica (1973)";"Article";"
      The inheritance of the naked grain character in oats was studied in a cross between BO 1/11 (husked) and Caesar (naked), by analysing plants of F1, F2, F3 and both (F1 × BO 1/11) and (F1 × Caesar) backcross gener...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00036659?format=refman&flavour=citation"
"3653";"Heterosis in landrace-based topcross hybrids of pearl millet across arid environments";"https://link.springer.com/article/10.1023/A%3A1003965025727";"O.P. Yadav, E. Weltzien-Rattunde, F.R. Bidinger, V Mahalakshmi in Euphytica (2000)";"Article";"
      This study quantified the magnitude of heterosis in pearl millet (Pennisetum glaucum) topcross hybrids produced by crossing 16 diverse landraces and three high yielding open-pollinating varieties on two homozygou...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1003965025727?format=refman&flavour=citation"
"3654";"Somaclonal variation in Lotus corniculatus L. in relation to plant breeding purposes";"https://link.springer.com/article/10.1007/BF00057616";"F. Damiani, M. Pezzotti, S. Arcioni in Euphytica (1990)";"Article";"
      Seventy-two plants regenerated from leaf-derived calli of a single plant of Lotus corniculatus have been evaluated for several morphological and agronomical traits. The analysis of selfed and polycross progenies ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00057616?format=refman&flavour=citation"
"3655";"A procedure for combining a quantitative inheritance study with the first cycle of a breeding program";"https://link.springer.com/article/10.1007/BF00039145";"M. J. Bassett, F. E. Woods in Euphytica (1978)";"Article";"
      The number of effective factors controlling the inheritance of a quantitative character can be estimated by analysis of F3 lines where the parental lines are homozygous. The procedure is illustrated with data fro...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00039145?format=refman&flavour=citation"
"3656";"GG13: a candidate gene related to seed development and viability from apomictic Paspalum notatum";"https://link.springer.com/article/10.1007/s10681-021-02881-1";"F. I. Pozzi, C. A. Acuña, C. L. Quarin, S. A. Felitti in Euphytica (2021)";"Article";"
      One way to transfer apomixis (asexual reproduction through seeds) to major crops could be through genetic transformation, but for this a set of transgenes that triggers each of the involved processes should be...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-021-02881-1?format=refman&flavour=citation"
"3657";"Genome-Wide Association Study identify the genetic loci conferring resistance to Coffee Berry Disease (Colletotrichum kahawae) in Coffea arabica var. Rume Sudan";"https://link.springer.com/article/10.1007/s10681-020-02621-x";"James M. Gimase, Wilson M. Thagana, Chripine O. Omondi, Jane J. Cheserek… in Euphytica (2020)";"Article";"
      Coffee Berry Disease (CBD) caused by the fungal pathogen Colletotrichum kahawae destroys about 80% of the crop on susceptible Coffea arabica cultivars if no control is applied. Resistance to CBD is governed by th...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-020-02621-x?format=refman&flavour=citation"
"3658";"Heterosis breeding in Indian mustard (Brassica juncea L. Czern & Coss): Analysis of component characters contributing to heterosis for yield";"https://link.springer.com/article/10.1007/BF00022368";"Akshay K. Pradhan, Yaspal S. Sodhi, Arundhati Mukhopadhyay, Deepak Pental in Euphytica (1993)";"Article";"
      Divergence of 25 accessions of Brassica juncea of Indian, CIS (Commonwealth of Independent States, former USSR) and synthetic origin was studied by D2 analysis. On the basis of divergence, ten accessions were sel...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00022368?format=refman&flavour=citation"
"3659";"Recurrent selection in breeding rabbiteye blueberries (Vaccinium ashei
      Reade)";"https://link.springer.com/article/10.1007/BF00034016";"P. M. Lyrene in Euphytica (1981)";"Article";"
      
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00034016?format=refman&flavour=citation"
"3660";"AFLP analysis of introgression in coffee cultivars (Coffea arabica L.) derived from a natural interspecific hybrid";"https://link.springer.com/article/10.1023/A%3A1015736220358";"Nayani Surya Prakash, Marie-Christine Combes, Naveen Somanna… in Euphytica (2002)";"Article";"
      S.288 an offspring of a putative spontaneous interspecific hybrid between tetraploid Coffea Arabica (2n = 4x = 44) and diploid C. liberica(2n = 2x = 22) and 17 arabica coffee introgression lines (representing F2 ...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1015736220358?format=refman&flavour=citation"
"3661";"Estimates of stability for comparing varieties";"https://link.springer.com/article/10.1007/BF00025104";"J. R. Witcombe in Euphytica (1988)";"Article";"
      For purposes of comparison of analytical methods the yield data on pearl millet hybrids and varieties for five years from locations in India and Pakistan have been analysed using a regression analysis and a me...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00025104?format=refman&flavour=citation"
"3662";"Genotype analysis by trait is a practical and efficient approach on discrimination of inbred lines and identification of papaya (Carica papaya L.) ideotypes for fruit quality";"https://link.springer.com/article/10.1007/s10681-021-02850-8";"Josefa Grasiela Silva Santana, Helaine Christine Cancela Ramos… in Euphytica (2021)";"Article";"
      Papaya is one of the most important fruit crops worldwide and its production depends on the availability of varieties that meet the consumer market demands. This study aimed to evaluate papaya inbred lines and...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-021-02850-8?format=refman&flavour=citation"
"3663";"The genetics of naked oats (Avena nuda L.)";"https://link.springer.com/article/10.1007/BF00041542";"G. Jenkins, P. R. Hanson in Euphytica (1976)";"Article";"
      The inheritance of the character complex of naked grain and multiflorous spikelets was studied in a diallel set of crosses comprising five varieties of naked oats (Avena nuda)-As 78, Manu, Caesar, Nuprime and AJ8...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00041542?format=refman&flavour=citation"
"3664";"Chemically induced male sterility, a new tool in plant breeding?";"https://link.springer.com/article/10.1007/BF00023250";"F. Wit in Euphytica (1960)";"Article";"
      Plants of red clover, white clover, beets, turnips and perennial ryegrass were sprayed with solutions of Na 2.3-dichloroisobutyrate a short time prior to flowering.
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00023250?format=refman&flavour=citation"
"3665";"Adaptation assessment of drought tolerance in maize populations from the Sahara in both shores of the Mediterranean Sea";"https://link.springer.com/article/10.1007/s10681-021-02902-z";"Oula Maafi, Pedro Revilla, Lorena Álvarez-Iglesias, Rosa Ana Malvar… in Euphytica (2021)";"Article";"
      Drought is the main stress for agriculture, and maize (Zea mays L.) germplasm from the Sahara has been identified as potential source of drought tolerance; however, information about adaptation of semitropical ma...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-021-02902-z?format=refman&flavour=citation"
"3666";"Evaluation of wild barley introgression lines for agronomic traits related to nitrogen fertilization";"https://link.springer.com/article/10.1007/s10681-020-2571-6";"Sarah Zahn, Barbara Koblenz, Olaf Christen, Klaus Pillen, Andreas Maurer in Euphytica (2020)";"Article";"
      In the coming decades, climate change and resources constraints will make profitable and economically reliable agriculture more and more challenging. To evaluate the potential of exotic alleles to maintain per...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-020-2571-6?format=refman&flavour=citation"
"3667";"Co-adaptation between neighbours? A case study with Lolium perenne genotypes";"https://link.springer.com/article/10.1007/BF00022836";"T. McNeilly, M. L. Roose in Euphytica (1996)";"Article";"
      Co-adaptation between neighbouring genotypes of Lolium perenne was examined in a pot experiment over an 18 month period. Competitive interactions in pure and mixed stands were examined using 9 genotype pairs (est...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00022836?format=refman&flavour=citation"
"3668";"Improvement in growth parameters and essential oil content and characteristics of populations derived from intraspecific crosses of Mentha spicata and M. longifolia";"https://link.springer.com/article/10.1007/s10681-021-02787-y";"Hamid Yaghini, Mohammad R. Sabzalian, Mehdi Rahimmalek, Negar Ziaei in Euphytica (2021)";"Article";"
      Populations derived from intraspecific crosses within two mint species of Mentha spicata and M. longifolia, were studied for genetic and phenotypic coefficients of variation, heritabilities, and genetic advances ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-021-02787-y?format=refman&flavour=citation"
"3669";"Genome mapping in cassava improvement: Challenges, achievements and opportunities";"https://link.springer.com/article/10.1023/A%3A1017565317940";"M. Fregene, E. Okogbenin, C. Mba, F. Angel, Maria Christina Suarez… in Euphytica (2001)";"Article";"
      Breeding goals of yield increases, root quality improvement, and disease resistance in cassava are considerably slowed down by biological characteristics of the crop, which includes a long growth cycle, a hete...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1017565317940?format=refman&flavour=citation"
"3670";"Genetic characteristics of self fertility in highbush and half-high blueberries";"https://link.springer.com/article/10.1007/BF00022728";"Richard E. Harrison, James J. Luby, Peter D. Ascher in Euphytica (1993)";"Article";"
      Parents and ten progeny from each of ten controlled crosses, and thirteen progeny from G65 x ‘Ashworth’ were self and outcross pollinated to study the inheritance of self fertility and the associations between...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00022728?format=refman&flavour=citation"
"3671";"Diallel analysis of partial resistance to powdery mildew caused by Erysiphe graminis f. sp. hordei in spring barley (Hordeum vulgare L.)";"https://link.springer.com/article/10.1007/BF00022195";"A.G. Balkema-Boomstra, H.D. Mastebroek in Euphytica (1992)";"Article";"
      Six spring barley genotypes with growth stage dependent expression of partial resistance to powdery mildew were crossed following a half diallel scheme. Data for percentage infected leaf area at different grow...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00022195?format=refman&flavour=citation"
"3672";"Anther culture of tropical japonica × indica hybrids of rice (Oryza sativa L.)";"https://link.springer.com/article/10.1007/BF00041756";"E. Guiderdoni, E. Galinato, J. Luistro, G. Vergara in Euphytica (1992)";"Article";"
      Nine japonica × indica F1 hybrids of rice involving 6 indica and 3 japonica tropical varieties, were large scale anther cultured. The frequency of callusing anthers averaged 18.7%. The microspore-derived calli...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00041756?format=refman&flavour=citation"
"3673";"Partial resistance of barley to leaf rust, Puccinia hordei. IV. Effect of cultivar and development stage on infection frequency";"https://link.springer.com/article/10.1007/BF00026985";"J. E. Parlevliet, H. J. Kuiper in Euphytica (1977)";"Article";"
      The cultivar effect on infection frequency (IF) was studied in the seedling and adult plant stages of 15 spring barley cultivars. In both stages the cultivar effects were highly significant. The cultivars L94 ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00026985?format=refman&flavour=citation"
"3674";"Selection of diverse parents of chickpea (Cicer arietinum L.) by multivariate analysis and the degree of heterosis of their F1 hybrids";"https://link.springer.com/article/10.1007/BF00039723";"Imtiaz Ahmed Khan, Seema Imtiaz, Bashir Ahmed Malik in Euphytica (1990)";"Article";"
      Studies on genetic diversity in chickpea (Cicer arietinum L.) indicated the existence of considerable amount of variation for grain yield and its components in the material. One hundred and thirty two genotypes f...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00039723?format=refman&flavour=citation"
"3675";"Anther and pollen grain culture of rice (Oryza sativa L.)";"https://link.springer.com/article/10.1007/BF00038780";"M. J. Cornejo-Martin, E. Primo-Millo in Euphytica (1981)";"Article";"
      Factors favouring callus proliferation and subsequent regeneration of plants from pollen grains of rice anthers (Oryza sativa L., cvx. Bahia, Girona, Balilla × Sollana and Sequial) were determined. Cultivar diffe...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00038780?format=refman&flavour=citation"
"3676";"Partial resistance to anthracnose in Brazilian land races of dry beans shows race specificity";"https://link.springer.com/article/10.1007/BF00039870";"M. J. Havey, J. C. Faria, D. P. Maxwell, D. J. Hagedorn in Euphytica (1988)";"Article";"
      Fifty-four land races of dry beans (Phaseolus vulgaris), indigenous to areas of Brazil where anthracnose (caused by Colletotrichum lindemuthianum) is a common problem, were evaluated in field nurseries for partia...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00039870?format=refman&flavour=citation"
"3677";"A database for a more efficient perennial ryegrass breeding programme";"https://link.springer.com/article/10.1007/BF00026805";"C. Ravel, G. Charmet, F. Balfourier in Euphytica (1992)";"Article";"
      The development and use of a computer database specifically designed to be used to store data from a plant breeding programme on perennial ryegrass (Lolium perenne) is described. Setting up a database requires da...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00026805?format=refman&flavour=citation"
"3678";"Breeding methods and selection indices for improved tolerance to biotic and abiotic stresses in cool season food legumes";"https://link.springer.com/article/10.1007/BF00027183";"R. J. Baker in Euphytica (1993)";"Article";"
      The objective of breeding for stress tolerance is to improve productivity for a target level of stress. If tolerance is viewed as resistance to change in productivity with increasing stress, productivity under...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00027183?format=refman&flavour=citation"
"3679";"Genome differentiation between Lycopersicon esculentum and L. pennellii as revealed by genomic in situ hybridization";"https://link.springer.com/article/10.1023/A%3A1020282311843";"S.N. Haider Ali, M.S. Ramanna, E. Jacobsen, R.G.F. Visser in Euphytica (2002)";"Article";"
      Using an F1 hybrid between Lycopersicon esculentum and L. pennellii (2n = 2x = 24) and its BC1 progeny, an attempt was made to cytologically differentiate the genomes through genomic in situ hybridisation (GISH)....
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1020282311843?format=refman&flavour=citation"
"3680";"Genetic analysis and breeding use of blast resistance in a japonica rice mutant R917";"https://link.springer.com/article/10.1023/A%3A1022380626371";"Ming Xian Zhang, Jian Long Xu, Rong Ting Luo, De Shi, Zhi Kang Li in Euphytica (2003)";"Article";"
      R917, a japonica rice mutant with broad-spectrum of resistance to blast, was selected after treatment of the F1 seeds from the cross between Chengte 232 and Xiushui 37 with 10 krad of 60Co γ-ray. R917 was evaluat...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1022380626371?format=refman&flavour=citation"
"3681";"Genetic relationship among 19 accessions of six species of Chenopodium L., by Random Amplified Polymorphic DNA fragments (RAPD)";"https://link.springer.com/article/10.1023/A%3A1003480414735";"Paulo M. Ruas, Paulo M. Ruas, Alejandro Bonifacio, Alejandro Bonifacio… in Euphytica (1999)";"Article";"
      The RAPD technique was used to identify genetic relationships in 19 accessions, including six species of the genus Chenopodium. A dendrogram was constructed using UPGMA from 399 DNA markers. The molecular data...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1003480414735?format=refman&flavour=citation"
"3682";"Resistance to late blight (Phytophthora infestans) in ten wild Solanum species";"https://link.springer.com/article/10.1007/BF00043370";"L. T. Colon, D. J. Budding in Euphytica (1988)";"Article";"
      Nineteen accessions of the tuber-bearing species Solanum berthaultii, S. chacoense, S. leptophyes, S. microdontum, S. sparsipilum, S. sucrense, S. venturii, S. vernei and S. verrucosum were tested for their resis...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00043370?format=refman&flavour=citation"
"3683";"Additive and multiplicative models for resistance in plant pathology";"https://link.springer.com/article/10.1007/BF00021927";"P. Winer in Euphytica (1984)";"Article";"
      Simple additive models and multiplicative models are presented in order to clear up the confusion that exists about the meaning of vertical and horizontal resistance. Examples from the literature are used to i...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00021927?format=refman&flavour=citation"
"3684";"Breeding widely adapted, popular maize hybrids";"https://link.springer.com/article/10.1007/BF00022842";"A. Forrest Troyer in Euphytica (1996)";"Article";"
      World trend is to more maize hectarage grown to fewer, more widely-adapted hbrids. My purpose is to document research events leading to the most popular corn hybrids, Pioneer Brand 3780 and 3732. I provide bac...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00022842?format=refman&flavour=citation"
"3685";"Cold tolerance in beans (Phaseolus spp.) as analyzed by their exotherms";"https://link.springer.com/article/10.1007/BF00022408";"R. Holubowicz, M. H. Dickson in Euphytica (1989)";"Article";"
      Cold tolerance of common bean (Phaseolus vulgaris L.), runner bean (P. coccineus L.) and several bean lines was evaluated under artificial conditions. Seedlings were exposed to −6°C gradually, then to −12°C rapid...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00022408?format=refman&flavour=citation"
"3686";"The assessment of variation in two populations of Hordeum bulbosum L. for improving success rates in a doubled haploid barley programme";"https://link.springer.com/article/10.1007/BF00042172";"R. A. Pickering in Euphytica (1983)";"Article";"
      Improvements in the success of doubled haploid production have been achieved partly by screening new accessions of Hordeum bulbosum. In order to assess levels of variation within stocks of this species, rates of ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00042172?format=refman&flavour=citation"
"3687";"Potential of wild germplasm for increasing yield of grain sorghum";"https://link.springer.com/article/10.1007/BF00021895";"T. S. Cox, L. R. House, K. J. Frey in Euphytica (1984)";"Article";"
      Sorghum [Sorghum bicolor (L.) Moench] backcross populations containing 3 to 50% wild germplasm were evaluated in south central India for grain yield and nine related traits. No individual BC0F2- to BC2F2-derived ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00021895?format=refman&flavour=citation"
"3688";"Diallel cross analysis of seed germination traits in sugar beet";"https://link.springer.com/article/10.1023/A%3A1018365609713";"S.Y. Sadeghian, H. Khodaii in Euphytica (1998)";"Article";"
      A diallel cross design, involving six diploid O-type lines and their cytoplasmic male sterile (CMS) equivalents was used to examine the genetic control of characters determining seed viability and vigor of see...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1018365609713?format=refman&flavour=citation"
"3689";"Male sterility in pepper (Capsicum annuum L.)";"https://link.springer.com/article/10.1023/A%3A1002947907046";"Chen Shifriss in Euphytica (1997)";"Article";"
      Male-sterility in peppers (Capsicum annuum L.) was first documented in the 1950's. Since then considerable knowledge has been accumulated on the nature of the trait, the means of its identification and inducti...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1002947907046?format=refman&flavour=citation"
"3690";"The development of Raparadish (x Brassicoraphanus, 2n=38), a new crop in agriculture";"https://link.springer.com/article/10.1007/BF00023291";"W. Lange, H. Toxopeus, J. H. Lubberts, O. Dolstra, J. L. Harrewijn in Euphytica (1989)";"Article";"
      Raparadish, x Brassicoraphanus, the amphidiploid hybrid between Brassica rapa (syn. B.campestris) and Raphanus sativus (fodder radish) was made by Dolstra (1982). Primary hybrid plants grew vigorously, suggesting...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00023291?format=refman&flavour=citation"
"3691";"Response of white clover genotypes to evaluation environments of dense and spaced planting, and implications for selection";"https://link.springer.com/article/10.1023/A%3A1003898913594";"Paolo Annicchiarico, Efisio Piano in Euphytica (2000)";"Article";"
      Twelve genotypes were grown for two years asmonocultures in the evaluation environments (EE) ofspaced planting (SP) and dense planting (DP). Drymatter (DM) yield, seed yield and their contributingtraits were r...
    ";"https://citation-needed.springer.com/v2/references/10.1023/A:1003898913594?format=refman&flavour=citation"
"3692";"Heterosis in crisphead lettuce (Lactuca sativa L.) hybrids";"https://link.springer.com/article/10.1007/BF00024126";"F. A. Langton, J. W. M. Smith, R. N. Edmondson in Euphytica (1990)";"Article";"
      Six of 16 F1 hybrids from diverse crosses of crisphead lettuce with butterhead, cos or other crispheads significantly outyielded their respective better parent. Four were crosses between crisphead and cos parents...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00024126?format=refman&flavour=citation"
"3693";"Breeding for quality in cocksfoot (Dactylis glomerata L.)";"https://link.springer.com/article/10.1007/BF00022089";"G. E. Van Dijk in Euphytica (1959)";"Article";"
      Cocksfoot is a very valuable forage grass. However, its palatability and digestibility leave to be desired.
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00022089?format=refman&flavour=citation"
"3694";"Heterosis for leaf photosynthesis, grain yield and yield components in maize";"https://link.springer.com/article/10.1007/BF00026807";"Harsh Mehta, Kumud Ranjan Sarkar in Euphytica (1992)";"Article";"
      One of the primary avenues of improving the biological efficiency of crop plants is through the improvement of the leaf and canopy photosynthetic rates. However, the question whether the superiority of hybrids...
    ";"https://citation-needed.springer.com/v2/references/10.1007/BF00026807?format=refman&flavour=citation"
